name,price,rpm,noise_level,color,size
Scythe SCSMZ-2100,,"300,2500","7.2,31.07",,
Dynatron R19,,,,,
Phanteks PH-TC14CS_BL,,700,"13.4,19",,
Xigmatek Dark Knight SD1283,,"1000,2200",30.1,,
Silverstone HE02,,,,,
Phanteks PH-TC90LS,,"1000,2500","19,26",,
ARCTIC Alpine 7 Pro,,"500,2000",,,
Zalman LQ-315,,"900,2000",,,120
Zalman CNPS9900 D/F,,"900,1400","19,27",,
Titan TTC-NC55TZ/RB,,"1800,2200","28.8,38",,
Titan TTC-NA43TZ/CU35,,"900,2600","14,33",,
Prolimatech Megahalems (No Fans),,,,,
Gelid Solutions Silent Spirit,,"900,2400","10,25.8",,
ARCTIC Freezer i30 CO,,"400,1350",,,
Cooler Master Eisberg 120L Prestige,,1600,20.5,,120
Cooler Master Eisberg 240L Prestige,,1600,20.5,,240
Zalman CNPS2X,,"1500,2600","17.39,22.7",,
be quiet! Shadow Rock Topflow SR1,,1500,"9.6,24.4",,
ARCTIC Alpine 7 GT,,2000,25,,
Thermaltake CLW0214,,"1200,2500","20,43",,120
Enermax ETS-T40-BK,,"800,1800","16,26",,
Swiftech H320,,"800,1800","16,33",,360
Dynatron R12,,,0,,
Dynatron R17,,"1000,2500","17,31.92",,
Thermalright TS-120M(BW),,"600,1300",24.5,,
Scythe SCKC-3000,,"500,1300","13,30.7",,
Zalman CNPS7000V(AL)-1-PWMB,,"800,2600","20,32",,
Cooler Master Glacer 240L,,2400,"19,40.33",,240
Antec KUHLER H2O 1250,,"600,2400","16,38",,240
Thermalright HR-02 Rev.A(BW),,"900,1300","17,21",,
ARCTIC Freezer A11,65,"500,2000",22.5,,
Enermax ELC-LM120S-HP,,2500,30,,120
Enermax ETS-N30-HE,,"800,2800","16,28",,
Enermax ETS-N30-TAA,,"800,2800","16,27",,
Zalman CNPS7000-AlCu,,"1350,2400","17,24",,
Thermalright TRUE Spirit 140 POWER,,"900,1300","17,21",,
Thermalright Venomous X RT Rev.SB-E,,"700,1500","17,28.5",,
RAIJINTEK EreBoss,,"600,1400",28,,
RAIJINTEK TISIS,,"600,1000",23,,
RAIJINTEK ZELOS,,"800,1400",20,,
RAIJINTEK PALLAS Red,,"650,1400",28,,
RAIJINTEK RHEA,,"800,2200",27.9,,
Zalman Reserator 3 MAX Dual,,"1000,2300","23.2,46.6",,240
Zero Infinity Shiva,,2200,,,
Deepcool CAPTAIN 240,,"600,2200","17.6,39.29",,240
Thermaltake CL-P008-AL09WT-A,,1800,21,,
Akasa Venom Medusa,,"500,1600","6.9,28.9",,
Prolimatech Basic 45,,"1000,2000",,,
Prolimatech Basic 68,,"600,1600",,,
LEPA AquaChanger 120,,"500,2300","14,35",,120
Xigmatek Gaia II,,"800,1500","16,24",,
Akasa Nero LX,,"600,1900","11.5,31.5",,
Silverstone TD02-E,,"1500,2500","18,35",,240
Thermalright Macho Zero,,,0,,
RAIJINTEK TISIS,,"600,1000",23,,
Scythe SCNJ-4000,,"300,1500","4,29.5",,
Thermalright TRUE Spirit 140 (BW),,"300,1300","15,21",,
Enermax ETS-T40F-BK,,"800,1800","16,26",,
Enermax ETS-T40F-RF,,"500,1200","10,19",,
Thermalright AXP-100R,,"900,2500","22,30",,
ID-COOLING SE-214X,,1800,"16.2,29.2",,
ID-COOLING SE-902,,"600,2200","14,23.8",,
Cooler Master V8 Ver.2,,1600,36,,
Silverstone SST-AR07,,"800,1500","16.5,30.8",,
Deepcool CAPTAIN 120 WHITE,,"600,2200","17.6,39.29",,120
ID-COOLING FROSTFLOW 240L-R,,"800,2000","20,38.2",,240
Reeven Okeanos,,"300,1800","4,23.6",,
Scythe SCKDT-1000,,"800,3300","8.2,32.5",,
ARCTIC Alpine 20 PLUS CO,,"600,2200",,,
Phononic HEX 2.0,,"1000,2650","17,33",,
Deepcool LUCIFER V2,,"300,1400","12.6,31.1",,
Deepcool Maelstrom 240T,,"600,1800","17.8,34.1",,240
Enermax ETS-T50 AXE (White),,"800,1800","18.9,25",,
Alpenföhn Matterhorn Pure,,"500,1500","8,24.8",,
Alpenföhn Matterhorn Rev. C – White Edition,,"500,1500",18.2,,
RIOTORO BIFROST 120TI,,,,,120
Gelid Solutions Rev. 3 Tranquillo,,"750,1500","12,26.5",,
Cooltek LP53,,"1000,2100","16,27.1",,
FSP Group Windale 6,,"600,1600",32,,
ARCTIC Freezer 33 eSports Edition (Black/Yellow),,"200,1800",24.4,,
Scythe Kabuto 3,,"300,1400","4,28",,
Enermax ETS-N30R-TAA,,"800,2800","16,27",,
Deepcool CAPTAIN 360EX WHITE RGB,,"500,1800","17.6,31.3",,360
ROCCAT ROCC-16003,,"800,2200",25,Black / Silver,
RAIJINTEK JUNO-X,,"1200,2500",26,Green / Black,
RAIJINTEK JUNO-X,,"1200,2500",26,Blue / Black,
RAIJINTEK JUNO-X RGB,,"1000,2000",28,,
RAIJINTEK LETO B,,"800,1800",29,Black / Blue,
RAIJINTEK LETO R,,"800,1800",29,Black / Red,
ID-COOLING AURAFLOW 120,,"700,1800","18,35.2",Black,120
Scythe SCBYK-1000,,"300,2300","7.2,28.26",Silver / Black,
Scythe SCIOR-1000,,"300,1800","4.5,26.7",Black / Silver,
Deepcool MAELSTROM 240 RGB,,"500,1800","17.8,30",Black,240
Antec Mercury 120,,"900,1800",30,Black / White,120
Enermax Liqtech TR4 II 280,,"500,1500","14,25",Black,280
SilentiumPC Navis RGB 280,,"800,1800",,Black,280
GAMDIAS CHIONE P1A-360R,,"800,1500","16,22",Black,360
Thermalright MACHO Rev.C,,"600,1500","19,23",Silver / Black,
Thermalright Macho 120 SBM,,"300,1300","21,33",Black / White,
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),,"650,2000","6,30",Black,240
upHere ACC92RD,,"600,1700","16.1,27.7",Black,
upHere CCF150RD,,"600,1800","16.1,27.7",Black,
upHere AC12,,"600,1750","16.1,27.7",Black,
upHere C92,,"800,1800","15.1,31.6",Black / Red,
Dynatron K987,,"1200,2800","16.08,34.48",Black / Silver,
Reeven Justice II,,"300,1200","5.83,25.1",Black / Silver,
RAIJINTEK Orcus 120,,"800,1800",23,Black,120
Apacer ZADAK Spark 240,,"500,1800","18,25",Black,240
Cougar AQUA,,"600,1600",34,Black,280
GAMDIAS CHIONE E1,,1500,,Black,120
GAMDIAS CHIONE E2,,"1200,2400",,Black,120
GAMDIAS CHIONE M2,,"1200,2400",,Black,240
ID-COOLING DK-19 PWM,,"600,2200","14.2,25.8",,
ID-COOLING DK-09i,,2200,26.8,,
ID-COOLING DK-03i PWM BLUE,,"500,1800","16,20.2",,
ID-COOLING DK-03 RGB PWM,,"800,1600","16,20.2",,
ID-COOLING DK-01T,,2200,23.8,,
ID-COOLING DK-01S,,2200,23.8,,
ID-COOLING SE-904-XT SLIM,,"600,2200","14,25.8",,
ID-COOLING SE-224-XT-R,,"700,1800","15.2,32.5",,
ID-COOLING SE-802-SD,,2200,23.3,,
ID-COOLING ZOOMFLOW 360,,"900,2000","16.3,33.5",Black,360
ID-COOLING DASHFLOW 360,,"900,2000","16,31.5",Black,360
ID-COOLING DASHFLOW 240,,"900,2000","16,31.5",Black,240
Cooler Master GeminII M4,,"500,1600","8,30",,
Cooler Master Vortex 211P,,2200,,,
Cooler Master X Dream P115,,"900,4000","19,36",,
Enermax AQUAFUSION ADV,,"500,2000","17,32.6",White,120
Thermalright Frozen Magic 120,,1500,25.6,Black,120
Jonsbo HX6210,,"800,2300","20,31.6",Black,
Jonsbo HX6210,,"800,2300","20,31.6",White,
Noua Siberus TR240,,"800,1800","25,32",Black,240
Noua Polaris LM240,,2200,38,Black / White,240
Thermalright Frozen Magic ARGB,,1500,25.6,Black,240
GameMax Iceberg 240 Rainbow,,"600,1800","25,32",Black,240
Deepcool CASTLE R,,"500,1800",32,Black,240
SilentiumPC Navis Pro 120,,"800,2300",,Black,120
ID-COOLING IS-28i BLACK,,"800,3600",35.8,Black,
ID-COOLING FX120,,"500,1800",35.2,Black,120
ID-COOLING IS-50 MAX RGB V3,,"900,2000",31.2,Black / Silver,
ID-COOLING ZOOMFLOW XT ELITE,,"900,2000","16.2,31.5",Black,240
ID-COOLING ZOOMFLOW XT ELITE,,"900,2000","16.2,31.5",White,240
ID-COOLING SE-214-XT HAFF,,"800,1500",30.5,Black,
ID-COOLING SE-223i,,"500,1800",28,Black,
Mars Gaming ML-ONE,165.75,"600,1800","9,26",Black,240
TRYX PANORAMA ARGB,329.99,"500,1450",27.07,White,280
Antec KUHLER Flow,,,,,
Antec KUHLER Shelf,,,,,
Cooler Master DI5-8E5PA-0L-GP,,2800,22,,
Cooler Master RR-H101-22FK-RA,,2200,22,,
Cooler Master RR-V6SV-22PR-R1,,"800,2200","15,38",,
Thermaltake A4012-02,,2500,21,,
Thermaltake A4022,,1300,,,
Thermaltake CL-P0257,99.99,1700,17,,
Thermaltake CL-P0466,,"1000,1600","19,28",,
Thermaltake CL-P0497,,2500,27,,
Thermaltake CLP0527,,"800,1700",16,,
Thermaltake CLP0554,,"1000,1600","19,28",,
Zalman CNPS 7500 AlCu LED,,"1150,2300","17,32",,
Zalman CNPS 7500 Cu LED,,"1150,2300","17,32",,
Zalman CNPS 8700 NT,,"1150,2100","17.5,30",,
Thermaltake CL-P0503,,2900,29.58,,
Thermaltake CL-P0508,,"1300,2000","16,24",,
Xion XON-HP9310P,,"1000,3000","16,25.3",,
Zalman CNPS10X Extreme,,"1000,2150","20,39",,
Scythe SCBSK-1000,,"650,2200",,,
Evercool HPJ-12025,,1000,21,,
Silverstone NT01-E,,,0,,
Masscool 5U1082F1M4,,"2000,3600","23,45.9",,
Masscool 5W1081F1M3,,2400,31,,
Masscool 8W553B1M3,,2400,26.2,,
Masscool 8WA743,,"800,2800","20,34",,
Masscool 8WT15-38,,2400,30,,
Rosewill RCX-Z2,,"500,3400","17,34.2",,
Scythe SCYS-1000,,"470,1900","7.05,27.3",,
Silverstone NT06-E,,,0,,
Xigmatek Dark Knight S1283V,,"1000,2200",30.1,,
Xigmatek HDT-D1284,,"800,1500",27.2,,
Xigmatek HDT-S963,,"1200,2800","23,35",,
Xigmatek HDT-SD964,,"1200,2800","22,30",,
Xigmatek Cobra - D984,,"1000,2800","20,28",,
ZEROtherm CF800-MK III,,"900,2600",30,,
ZEROtherm Nirvana NV120 PWM,,"900,1800",30,,
ZEROtherm ZT-10D Smart,,,,,
ZEROtherm ZT-560D,,"900,2300",30,,
Xigmatek HDT-S1284F,,"800,1500","16,24",,
Zalman CNPS11X Extreme,,"1000,1950","17,33",,
Antec Performance Max,,,,,
Cooler Master DI5-9HDSC-A1-GP,,2200,23.8,,
Scythe SCMN-2000,,"500,1700","9.6,36.4",,
Thermaltake CLP0532,,2500,34,,
Thermaltake CLP0550,,"740,3700","21,40",,
Scythe SCKZT-1000,,"800,3300","8.2,32.5",,
EVGA M020-00-000234,,"750,2500","13.2,41.5",,
Enzotech Extreme-X Rev.A,,"1000,2500","15.8,43.3",,
Evercool HPI-12025,,"1200,1800","23,30",,
Zalman CNPS7X LED,,"1250,1950","17,25",,
Gelid Solutions Slim Silence AM2,,"1200,2500","15,27.2",,
Logisys AC2200BT,,2200,30.1,,
Logisys AC4400BT,,2200,30.1,,
Logisys IC106,,2200,25,,
Logisys IC207,,2500,25,,
Logisys IC4100AST,,2200,30.1,,
TUNIQ T-120-LFB,,"1000,2000",,,
TUNIQ Tower 120,,"1000,2000",,,
Thermalright U120eXtrem1366RT R-C,,1600,28,,
Scythe SCMG-3000,,"300,1600",26.5,,
Sunbeam Twister 120,,,16,,
Sunbeam CR-CCTF92-4,,"1200,2200",27,,
Thermalright Silver Arrow,,"500,1300","17,21",,
Enermax ETD-T60-VD,,"800,1800","16,21",,
Evercool HPKC-10025EA,,1800,23,,
Gelid Solutions Siberian,,"900,2200","10,22.5",,
Gelid Solutions Slim Silence I-Plus,,"1200,2600","15,27.8",,
Gelid Solutions CC-GX7-01-A,,"600,1800","10,26.8",,
ZEROtherm ZT-1000D 775,,2500,,,
SilenX EFZ-100HA1,,"1000,2000","8,24",,
Enermax ETS-T40-VD,,"800,1800","16,21",,
Scythe SCNJ-3100,,"470,1900","7.05,37",,
SilenX EFZ-120HA4,,"800,2000","8,28",,
Titan TTC-NK35TZ/RPW/V2,,"900,2800","12,31",,
Prolimatech PRO-PNTH,,,,,
Thermaltake CLP0533,,"1000,6000","21,48",,
Nexus FLC-3000 R2,,"900,2500","15,24",,
Scythe SCBSK-2000,,,"9.32,33.67",,
Logisys IC231PWM,,"900,2400","17.8,32.5",,
Logisys IC211HTPC,,2600,28,,
Logisys MC4004IEXT,,"900,2200","17.8,28.1",,
Logisys MC106,,1500,19,,
Logisys MC6001IM,,"700,1200","18.2,26.7",,
Logisys MC4005IB,,"900,1500","21.4,32.1",,
Logisys MC4001IM,,"500,1500","17.8,27.6",,
Logisys MC2001IE,,2200,23.4,,
Logisys IC4300X4,,"400,2800","17.8,40.7",,
SilenX EFZ-120HA3,,"800,2000",,,
Phanteks PH-TC14PE_OR,,"700,1200","13.4,19",,
Phanteks PH-TC14PE_BL,,"700,1200","13.4,19",,
Zalman CNPS20LQ,,"900,2000","17,36",,120
Gelid Solutions Slim Silence A-Plus,,"1200,2600","15,27.2",,
Masscool 7WA868,,"800,2800","19,27",,
Thermaltake CLP0600,,"1000,2400","19.3,30",,
Silverstone SST-HE01,,"500,2000","18,41",,
Zalman CNPS11X Performa,,"1000,1600","17,26",,
Scythe SCKC-2100,,"500,1300","9.6,24.7",,
Titan TTC-NK54TZ,,3500,30.6,,
Masscool 8W5020F1M,,"800,2800","20,34",,
Evercool NI2011E-9525EP,,"1000,3000",28,,
Evercool TTC-NK35TZ/RPW/V3,,"900,2800","12,31",,
Scythe SCKC-2000,,"500,1300","9.6,24.7",,
Titan EC-TTC-NC05TZ,,"800,1500","15.3,29",,
Thermaltake CLP0596,,"800,2000","21,44",,
Phanteks PH-TC14CS_BK,,700,"13.4,19",,
Enermax ELC120-TB,,"800,2200","17.3,31.2",,120
Enermax ELC120-TA,,"800,2200","18.5,32.8",,120
Phanteks PH-TC12DX_RD,,"600,1800","21.9,27.6",,
Zalman CNPS7000V(AL)-1-PWM,,"800,2600","20,32",,
Swiftech H220,,"1200,3000","16,33",,240
Gelid Solutions Black Edition,,"750,1600","25.4,25.5",,
Silverstone AR02,,"1200,2800","16,24",,
Silverstone AR03,,"1000,2200","16.39,33.5",,
Rosewill ROCC-13001,,2000,"19.39,31.05",,
Silverstone TD02,,"1500,2500","16,33.5",,240
Silverstone TD03,,"1500,2500","16,33.5",,120
Thermaltake CLP0607,,"1000,2000","20,39.9",,
Zalman CNPS90F,,2300,29,,
Thermaltake CLP0606,,"800,1600","18,30.2",,
Thermaltake CLP0605,,"800,1600","18,30.2",,
Titan TTC-NK85TZ/CS2,,"800,2200","15,35",,
Thermalright TS-120M,,"700,1500","17,28.5",,
Thermalright TS-140,,"900,1300","17,21",,
Xigmatek Praeton LD963,,"1200,2800",22,,
Dynatron T450,,"800,2500","16,27.3",,
Gelid Solutions Siberian Pro,,"900,2200","10,23.5",,
Enermax Liqtech 120X,,"600,2500","15,30",,120
Enermax ELC-LM120S-TAA,,2500,30,,120
Akasa Nero 3,,"500,1500",24.6,,
Thermaltake NiC L31,,"500,1800","18,34.79",,
Thermaltake NiC L32,,"500,1800","18,38.4",,
Thermaltake CLP0604,,"1200,2100","21,48",,
RAIJINTEK EREBOSS BLACK,,"650,1400",28,,
RAIJINTEK AIDOS,,"1000,2200",28.87,,
Deepcool FROSTWIN V2.0,,1600,"17.8,21",,
Deepcool GABRIEL,,"900,1800","18.2,32.4",,
RAIJINTEK TRITON RED,,"1000,2600","21.6,36.6",,240
RAIJINTEK TRITON BLUE,,"1000,2600","21.6,36.6",,240
Thermaltake Gravity A1,,1800,22.3,,
Prolimatech Basic 81,,"600,1600",,,
Fractal Design Kelvin S36,,"800,1700",26.9,,360
Dynatron T459,,,,,
Zalman CNPS9300 AT,,"1500,2400","20,30",,
Xigmatek Loki II,,"1200,2800","20,28",,
Evercool HPS-810CP,,"1500,4000","16.2,37.5",,
Cooler Master Glacer 240L Ver. 2,,2400,"19,40.33",,240
Evercool TRANSFORMER S,,2200,20,,
X2 ECLIPSE IV,,"800,2000","10,24",,
Silverstone TD03-E,,"1500,2500","18,35",,120
Cooler Master TPC 812XS,,"500,1600","8,30",,
Thermaltake BigTyp Revo.,,"800,1800",20,,
Cooler Master GeminII S524 Ver 2,,2000,22,,
Silverstone AR04,,"1500,3400","18,26",,
Xigmatek Dark Knight SD1483 Night Hawk,,"800,1200",18,,
Xigmatek Dark Knight SD1483 Frostbourne,,"800,1200",18,,
SilentiumPC Grandis XE1236,,"500,1500",21,,
Swiftech H140-X,,"700,1800","8.3,28.8",,140
Silverstone TD02-LITE,,"1500,2500","18,35",,240
Silverstone TD03-LITE,,"1500,2500","18,35",,120
SilentiumPC Spartan LT HE922,,"800,2000","9.9,21.9",,
RAIJINTEK PALLAS Black,,"650,1400",28,,
Deepcool Maelstrom 120K,,"600,1800","18.2,32.4",,120
LEPA EXllusion 240,,"500,1800","14,30",,240
Gelid Solutions Polar,,"1400,2000","16,28.9",,
Cooler Master X6,,"600,1900","8,27",,
Silverstone TD03-SLIM,,"800,2200","16.5,27.4",,120
ARCTIC Freezer A32,,,,,
ID-COOLING IS-40,,"300,2500","14,33",,
ID-COOLING IS-40PRO,,"300,2500","14,33",,
ID-COOLING IS-50,,"600,1600","13.8,30.2",,
Gelid Solutions Antarctica,,"450,4500",27.8,,
Deepcool CAPTAIN 240 WHITE,,"600,2200","17.6,39.29",,240
ARCTIC Freezer i11 CO,,"500,2000",,,
ID-COOLING DK-01,,"800,2500","12,28.8",,
ID-COOLING FI-REEX,,"800,1800","16.2,29.2",,
ID-COOLING FI-VC,,1600,21,,
ID-COOLING FI-VC Twin,,"800,1800","16.2,32.6",,
ID-COOLING IS-25,,"800,2700","14,23",,
ID-COOLING IS-25i,,"800,2700","14,23",,
ID-COOLING SE-203,,"800,1800","16.2,29.2",,
ID-COOLING SE-203K,,1800,"16.2,29.2",,
ID-COOLING SE-204,,"800,1800","16.2,29.2",,
ID-COOLING SE-204K,,"800,1800","16.2,29.2",,
ID-COOLING SE-205,,"1600,1800","16.2,29.2",,
ID-COOLING SE-213,,"800,1600","16,20.2",,
ID-COOLING SE-213i,,"800,1600","16,20.2",,
ID-COOLING SE-214,,1800,"16.2,29.2",,
ID-COOLING SE-214i,,"800,1800","16.2,29.2",,
ID-COOLING SE-802,,2200,23.3,,
Raidmax Cobra 240,,"500,1800",21.2,,240
Thermalright Macho X2 Limited Edition,,800,15,,
Noctua NH-U9DO A3,,"1000,1600","7.9,17.6",,
Deepcool CAPTAIN360EX,,"500,1800","17.6,31.3",,360
Reeven Ouranos,,"300,1700","5.8,36.4",,
Reeven Chrono Guard,,"300,2500","7.2,31.1",,
Reeven Arcziel,,"300,2500","7.2,31.1",,
Reeven Brontes,,"650,2200","10.5,31.67",,
Reeven Hans RC-1205n,,"300,1500","4,29.8",,
Reeven Hans,,"300,1500","4,29.8",,
Reeven Steropes,,"500,2000","9.32,33.67",,
Deepcool Maelstrom 240T RF,,"600,1800","17.8,34.1",,240
Deepcool NEPTWIN,,"900,1500","17.8,30",,
Alpenföhn ATLAS,,"400,1800","8,24.3",,
ID-COOLING ICEKIMO 120W,,2500,"18,26.4",,120
Silverstone Tundra TD02-SLIM,,"800,2200","16.5,27.4",,240
Thermaltake Contac 39,,"800,2000","15,33.2",,
RIOTORO BIFROST 240,,,,,240
ID-COOLING IS-40V3,,"600,2500","14,33",,
Thermalright AXP-100H MUSCLE,,"900,2500","22,30",,
RAIJINTEK LETO W,,"800,1800",29,Black / Blue,
Antec Mercury 360 RGB,,"900,1800",36,Black / White,360
Enermax Liqtech TR4 II 240,,"500,2300","14,28",Black,240
Enermax Liqtech II 280,,"500,1500","14,25",Black,280
Rosewill PB120-RGB,,"800,1800",27.8,Black,120
Silverstone Tundra SST-TD02-LITE-V2,,"1500,2500","18,35",Black / White,240
Silverstone AR01-V2.1,,"600,2200","15,38",Black / White,
Cooler Master GeminII M5 LED,,"500,1600",31,Black / Silver,
upHere ACC92RGB,,"600,1700","16.1,27.7",Black,
Alpenföhn Brocken 3,,"400,1050",22,White,
RAIJINTEK Orcus 240,,"800,1800",23,Black,240
RAIJINTEK Orcus 120 RGW,,"400,1800",28,Black,120
RAIJINTEK EOS 360 RBW,,"800,1800",28,Black,360
Apacer ZADAK Spark Lite 240,,"800,2200",,Black,240
CRYORIG R5,,"700,1300","19,23",Black,
GAMDIAS CHIONE E1,,1500,,Black,120
Thermalright TA140 EX,,1800,30.2,Gray,
Thermalright AXP-90i,,2700,22.4,Gray,
Thermalright Assassin X Plus,,1500,25.6,Black / Silver,
Thermalright Macho Rev.C Plus,,"300,1300","15,21",Silver / Black,
ID-COOLING DK-15,,2200,28.5,,
ID-COOLING DK-03i PWM RED,,"500,1800","16,20.2",,
ID-COOLING IS-40X V2,,"800,2800","14,35.2",,
ID-COOLING IS-20i,,"800,2700","14,23",,
ID-COOLING IS-50 MAX RGB,,"900,2000","16,31.5",,
ID-COOLING SE-913-R,,"600,2200",23.8,,
ID-COOLING SE-913-B,,"600,2200",23.8,,
ID-COOLING SE-904TWIN,,"600,2200","14,23.8",,
ID-COOLING SE-903-R V2,,2200,23.1,,
ID-COOLING SE-207-TRX BLACK,,"700,1800","15.2,35.2",,
ID-COOLING SE-214V3,,"600,2200","14,35",,
ID-COOLING SE-213V3-R,,"500,1600","16,20.2",,
ID-COOLING SE-213V3-B,,"500,1600","16,20.2",,
ID-COOLING SE-213V2-B Lite,,1600,26.4,,
ID-COOLING SE-224-XT-B,,"700,1800","15.2,32.5",,
ID-COOLING SE-903-B V2,,2000,23.1,,
ID-COOLING HUNTER VC-3D,,"800,1600","16.8,32.6",,
ID-COOLING HUNTER VC-TWIN,,"800,1800","16.2,29.2",,
Cooler Master X Dream L115,,2200,,,
Alphacool Eisbaer Pro HPE Aurora,,,31.5,Black,360
Jonsbo HX6240,,"700,1800","28,37.6",Black,
Noua Siberus TR120,,"800,1800","18,30",Black,120
Noua Arcade,,"700,1800",37.1,Black,
Noua Disturbia,,"800,1600",37.8,Black / Silver,
Noua Ena,,"800,1800",28,Black / Silver,
Noua Numb Pro,,"800,1600",29,Black,
Inter-Tech ALSEYE H360,,"800,2000","13.5,35.2",Black,360
Deepcool LE320,,"500,2250",32.9,Black,120
Deepcool LE320,,"500,2250",32.9,White,120
Thermalright Frozen Magic ARGB,,1500,25.6,Black,360
Thermalright Frozen Fusion,,2150,28.1,Black,360
Thermalright Frozen Fusion ARGB,,2150,28.1,Black,360
Geometric Future Eskimo Junior 24,,2000,29,White,240
ID-COOLING IS-30i BLACK,,"800,3600","17,35.8",Black,
ID-COOLING SE-206-XT ARGB,,"700,1800",35.2,Black,
ID-COOLING SE-213X-B,,"500,1800",28,Black / Blue,
GAMDIAS BOREAS M2-51D,,"800,1800","10,32",White,
Mars Gaming ML-ONE,,"600,1800","9,26",White,240
