name,price,type,efficiency,wattage,modular,color
Cooler Master XG750,,ATX,platinum,750,Full,Black
be quiet! Pure Power 11 FM 550,,ATX,gold,550,Full,Black
Corsair AX1500i 240V,,ATX,titanium,1500,Full,
GAMDIAS KRATOS P1 G,,ATX,gold,750,Semi,Black
Corsair Vengeance 550M,,ATX,bronze,550,Semi,
Cooler Master MasterWatt Lite 600W Full Range,,ATX,plus,600,false,
Thermalright TB450S,,ATX,bronze,450,false,Black
EVGA 450 B1,,ATX,bronze,450,false,
SilentiumPC Vero L2,,ATX,bronze,600,false,Black
be quiet! STRAIGHT POWER E9 680W / CM,,ATX,gold,680,Semi,
Rosewill PHOTON-750,,ATX,gold,750,Full,
In Win A65,,ATX,plus,650,false,Black
FSP Group Hyper M85+,,ATX,bronze,550,Semi,Black
Thermaltake TR2 S 550W,,ATX,plus,550,false,
BitFenix BFG GOLD ATX3.0,89.9,ATX,gold,750,Full,Black
Thermaltake Toughpower Grand RGB Platinum,282.85,ATX,platinum,1200,Full,Black
LC-Power LC6 V2.31,,ATX,gold,750,Full,Black / Gray
Deepcool PN550D,,ATX,gold,550,false,Black
Xilence XP850R12,201.34,ATX,gold,850,false,Black
Enermax MarbleBron RGB,,ATX,bronze,850,Semi,Black
Silverstone ST85F-GS-V2,127.86,ATX,gold,850,Full,
Thermalright TPFX850,,SFX,platinum,850,Full,White
SeaSonic PRIME,,ATX,gold,750,Full,Black
Thermaltake Toughpower iRGB PLUS 750,219.99,ATX,gold,750,Full,Black
Deepcool PX1300P,,ATX,platinum,1300,Full,Black / Silver
FSP Group Hydro M Pro ATX3.0(PCIe5.0),,ATX,bronze,800,Semi,Black
Rosewill HIVE S,,ATX,bronze,650,Full,
Raidmax XT,,ATX,,300,false,
Thermaltake Smart,,ATX,bronze,850,Semi,
be quiet! Pure Power 11 FM 1000,,ATX,gold,1000,Full,Black
Xigmatek Vector,,ATX,gold,650,Semi,
Antec HCG-750 Bronze,,ATX,bronze,750,false,
ADATA XPG PYLON,,ATX,bronze,450,false,Black
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,gold,650,Full,White
be quiet! Pure Power L8,,ATX,bronze,630,Semi,Black / Orange
Antec High Current Gamer Extreme,,ATX,gold,1000,Full,
FSP Group Hydro PTM PRO,169.99,ATX,platinum,1000,Full,Black
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,
Rosewill HIVE S,,ATX,bronze,1000,Full,
Thermalright AG-850,,ATX,gold,850,Full,Black
PC Power & Cooling Silencer,195.08,ATX,platinum,1050,Full,
EVGA 710 BP,,ATX,bronze,710,false,Black
EVGA GE,,ATX,gold,500,false,Black
Cougar COUGAR-GX1050,,ATX,gold,1050,Semi,
Enermax Revolution D.F.,,ATX,gold,750,Full,Black / Silver
SilentiumPC Vero L3,,ATX,bronze,500,false,Black
Thermaltake Smart,,ATX,plus,730,false,
Chieftec Polaris 3.0,270.89,ATX,gold,1050,Full,Black
Zalman ZM500-RS,,ATX,plus,500,false,
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,ATX,platinum,1000,Full,Black
Antec NeoECO 750 Gold,,ATX,gold,750,Semi,Black
FSP Group HEXA 85+ PRO,,ATX,bronze,350,false,Black
Gigabyte AORUS ELITE P850,,ATX,platinum,850,Full,Black
Antec NeoECO Gold ZEN,,ATX,gold,500,false,Black / Gold
Antec High Current Gamer,,ATX,bronze,850,Semi,
SilentiumPC Supremo FM2,,ATX,gold,650,Full,Black
Silverstone Strider Titanium,,ATX,titanium,1500,Full,Black / Blue
Cooler Master MWE GOLD 850 V2,,ATX,gold,850,false,Black
Fractal Design Integra R2,,ATX,bronze,500,false,
Fractal Design Ion+ 760P,,ATX,platinum,760,Full,Black
SeaSonic PRIME Ultra Gold 750,179.99,ATX,gold,750,Full,Black
Thermalright TGFX750,,SFX,gold,750,Full,White
Thermaltake Toughpower PF3,,ATX,platinum,750,Full,Black
GameMax GT,,TFX,bronze,300,false,Silver
Cougar GX-S,,ATX,gold,550,false,
Deepcool DQ650-M-V2L,,ATX,gold,650,Full,Black
EVGA GE,,ATX,gold,700,false,Black
SeaSonic PRIME SNOWSILENT,,ATX,platinum,650,Full,White
GAMDIAS KRATOS E1,,ATX,plus,500,false,Black
SeaSonic X,,ATX,gold,750,Full,
Cougar POLAR X2,,ATX,platinum,1200,Full,White / Gray
Gigabyte P550SS,,ATX,silver,550,false,Black
Deepcool PM800D,,ATX,gold,800,false,Black
Thermaltake Toughpower iRGB PLUS 1200 Platinum,,ATX,platinum,1200,Full,Black
Raidmax XT,,ATX,,500,false,
Montech GAMMA II,,ATX,gold,650,false,Black
Cooler Master MWE Gold 550,,ATX,gold,550,false,Black
Cooler Master i500,,ATX,bronze,500,false,
Cougar GEX,,ATX,gold,650,Full,Black
Cooler Master 500W MasterWatt Lite 230V,,ATX,plus,500,false,
Thermaltake TR2 RX,,ATX,bronze,850,Semi,
FSP Group FSP500-50FGGBN,,Flex ATX,gold,500,false,
Gigabyte PW400,,ATX,plus,400,false,Black
Cooler Master B600 ver. 2,,ATX,plus,600,false,Black
be quiet! Pure Power L8,,ATX,bronze,500,false,
Thermaltake Smart BX1 RGB 650,,ATX,bronze,650,false,Black
EVGA SuperNOVA 750 G7,,ATX,gold,750,Full,Black / Blue
Thermaltake German,,ATX,plus,630,false,
Antec Signature,,ATX,titanium,1000,Full,Black / Silver
Thermaltake TR2,,ATX,,430,false,
FSP Group FSP400-60GHS(85)-R,,SFX,bronze,400,false,
Enermax Revolution D.F. X,229.99,ATX,gold,1350,Full,Black
Thermalright TG,,ATX,gold,1200,Full,White
Silverstone DA550 Gold,,ATX,gold,550,Full,Black / White
Phanteks AMP,,ATX,gold,650,Full,Black
Corsair TX750 V2,320,ATX,bronze,750,false,
Enermax Revolution D.F.,,ATX,gold,850,Full,Black / Silver
SeaSonic PRIME Ultra Platinum 750,,ATX,platinum,750,Full,Black
Cooler Master X Silent Edge Platinum 230V,,ATX,platinum,1100,Full,Black
SeaSonic Platinum,,ATX,platinum,660,Full,
OCZ ModXStream Pro,,ATX,plus,600,Semi,
SeaSonic SSP-300ST,,ATX,bronze,300,false,
SeaSonic X,,ATX,gold,400,Full,
be quiet! System Power 8,,ATX,plus,500,false,
GameMax GP,,ATX,bronze,500,false,Black
Silverstone Strider Titanium,,ATX,titanium,600,Full,
EVGA 700 GQ,,ATX,gold,700,Semi,Black
be quiet! Dark Power Pro 11,,ATX,platinum,550,Semi,
PC Power & Cooling Silencer Mk II,,ATX,silver,950,false,
SeaSonic G,,ATX,gold,360,false,
Corsair G700,323.73,ATX,plus,700,false,
Zalman TeraMax II,,ATX,gold,850,Full,Black
Cooler Master MWE GOLD 550 V2,,ATX,gold,550,false,Black
Silverstone Nightjar,,ATX,platinum,520,Full,
SeaSonic PRIME Platinum,,ATX,platinum,1200,Full,
RAIJINTEK AMPERE,,ATX,platinum,1200,Full,White
KOLINK Core,,ATX,plus,850,false,Black
Thermalright TG,,ATX,gold,750,Full,White
Cougar GEX X2,,ATX,gold,1000,Full,Black
Raidmax Vampire,,ATX,gold,800,Semi,
Cooler Master V550,,ATX,gold,550,Full,
EVGA 510 BP,,ATX,bronze,510,false,Black
be quiet! Pure Power 10,,ATX,silver,700,false,
SeaSonic X,,ATX,gold,850,Full,
Enermax EPR525AWT_II,,ATX,bronze,525,false,
Cooler Master V850,,ATX,gold,850,Full,Black
Cooler Master MWE White V2 230V,,ATX,plus,450,false,Black
XFX XT,,ATX,bronze,600,false,
FSP Group Hyper M,,ATX,plus,700,Semi,Black
Corsair VS600,,ATX,plus,600,false,
SHARKOON WPM Bronze,,ATX,bronze,700,Semi,
Thermaltake TR2,,ATX,,700,false,
be quiet! Pure Power L8,,ATX,bronze,350,false,
be quiet! Power Zone 750W,,ATX,bronze,750,Full,
SilentiumPC Supremo L2 V2,,ATX,gold,550,false,Black
Fractal Design Integra M,,ATX,bronze,650,Semi,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
Cooler Master MWE Bronze V2,,ATX,bronze,500,false,Black
Thermaltake Smart DPS G,,ATX,gold,650,Semi,
YEYIAN Pegasus,,ATX,gold,850,Full,Black
Silverstone Strider Platinum,116,ATX,platinum,650,Full,
CoolMax ZX-700,75.47,ATX,plus,700,false,
LC-Power LC1000P V3.0,,ATX,platinum,1000,Full,Black
FSP Group FSP300-57FCB,,Flex ATX,gold,300,Full,Black
Antec NeoECO Gold ZEN,,ATX,gold,700,false,Black / Gold
be quiet! TFX Power 3 300,,TFX,bronze,300,false,Black
In Win P65,116.72,ATX,gold,650,Full,Black
Cooler Master GX III GOLD,,ATX,gold,1050,Full,Black / Purple
Aerocool Integrator,,ATX,bronze,850,false,Black
SeaSonic X,,ATX,gold,1050,Full,
Silverstone SFX,,SFX,bronze,450,false,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1500,Full,
Thermaltake Smart,,ATX,bronze,650,Semi,
Deepcool PQ650M,,ATX,gold,650,Full,Black
EVGA W3,,ATX,plus,600,false,Black
Sentey SDP550-SS,,ATX,plus,550,false,
FSP Group HYPER S,,ATX,plus,600,false,Black
LC-Power LC850P V3.0,,ATX,platinum,850,Full,Black
Xilence XP750R12,210.76,ATX,gold,750,false,Black
Silverstone Essential,88.98,ATX,gold,550,Semi,Black
Silverstone Essential,92.52,ATX,gold,750,Semi,Black / Blue
Corsair HX750,499.73,ATX,gold,750,Semi,
SeaSonic FOCUS,,ATX,gold,550,Semi,Black
SeaSonic PRIME Ultra Titanium,,ATX,titanium,850,Full,
Phanteks Revolt SFX,,SFX,gold,650,Full,Black
Vida Lite,,ATX,,650,false,Black
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1050,Full,
SeaSonic PRIME SNOWSILENT,,ATX,gold,550,Full,White
SeaSonic X,,ATX,gold,1250,Full,
FSP Group CANNON PRO (230V),,ATX,gold,2000,Full,Black
Cooler Master Silent Pro M,,ATX,bronze,700,Full,
Super Flower Legion GX Pro,,ATX,gold,750,Semi,Black
Gigabyte GreenMax Plus,,ATX,bronze,550,false,
Silverstone Strider Titanium,,ATX,titanium,800,Full,
FSP Group HEXA 85+ PRO,,ATX,bronze,750,false,Black
Xigmatek ACXTNRP-PC502,,ATX,bronze,500,false,
be quiet! Dark Power Pro 11,,ATX,platinum,1000,Semi,
be quiet! Dark Power Pro 11,,ATX,platinum,1200,Semi,
Cooler Master MasterWatt 750 TUF Gaming Edition,,ATX,bronze,750,Semi,Black / Gray
Corsair HX620,,ATX,plus,620,Full,
SeaSonic PRIME Titanium,,ATX,titanium,750,Full,
Corsair TX650 V2,,ATX,bronze,650,false,
Corsair CX850M V2 (2017 Edition),,ATX,bronze,850,Semi,Black / White
be quiet! Pure Power L8,,ATX,bronze,600,false,
EVGA 750 B3,,ATX,bronze,750,Full,
EVGA SuperNOVA 550 GT,,ATX,gold,550,Full,Black
Deepcool DA600N,,ATX,bronze,600,false,Black
XFX XTR,,ATX,gold,750,Full,
Cooler Master Silent Pro M2,,ATX,silver,850,Semi,
Phanteks Revolt Pro,,ATX,gold,1000,Full,Silver / Black
Azza PSAZ-650B14,,ATX,,650,false,
be quiet! Pure Power L8,,ATX,bronze,530,Semi,
In Win P130II,241.71,ATX,platinum,1300,Full,Black
GameMax GX Pro Rampage,,ATX,platinum,1050,Full,Black
Cougar POLAR,209.99,ATX,platinum,1050,Full,White
FSP Group Hydro M Pro ATX3.0(PCIe5.0),,ATX,bronze,700,Semi,Black
LC-Power LC V2.31,,TFX,,400,false,Black
SHARKOON Rebel P20 SFX,,SFX,platinum,850,Full,Black
YEYIAN Raiden RGB,69.98,ATX,bronze,650,false,Black
Thermalright TGFX850,,SFX,gold,850,Full,White
FSP Group Hydro G Pro,,ATX,gold,650,Full,Black
Deepcool PL800D,,ATX,bronze,800,false,Black
Thermaltake Toughpower,115.95,ATX,gold,850,Semi,
Antec NE850G M,,ATX,gold,850,Full,White
Thermaltake Toughpower SFX,,SFX,gold,650,Full,Black
Montech CENTURY,,ATX,gold,850,Full,Black
Antec VP,,ATX,,500,false,
Deepcool DQ1000M-V3L,,ATX,gold,1000,Full,Black
Cougar VTE X2,,ATX,plus,750,false,Black
be quiet! Pure Power 10,,ATX,silver,400,false,
be quiet! Pure Power 10 CM,,ATX,silver,400,Semi,
be quiet! Pure Power 10 CM,,ATX,silver,600,Semi,
Corsair TX650,,ATX,bronze,650,false,
Apex AL-D500EXP,,ATX,,500,false,
Cooler Master GX,,ATX,bronze,750,false,
FSP Group AU-400FL,,ATX,gold,400,Semi,
GAMDIAS ASTRAPE M1 B,,ATX,bronze,750,false,Black / Multicolor
GAMDIAS Cyclops X1 P,,ATX,platinum,1200,Full,Black / Multicolor
Ultra LSP750,,ATX,,750,false,
Silverstone VIVA,,ATX,gold,750,false,Black
SeaSonic PRIME Titanium,,ATX,titanium,850,Full,
EVGA SuperNOVA 1000 G1,,ATX,gold,1000,Full,
Raidmax RX-535AP,,ATX,bronze,535,Semi,
Cooler Master Elite V2,,ATX,,550,false,
Cooler Master MWE Gold 650,,ATX,gold,650,false,Black
EVGA SuperNOVA 850 GS,,ATX,gold,850,Full,
be quiet! Straight Power 10,,ATX,gold,500,false,
LC-Power LC6650GP3 V2.3 230V,,ATX,silver,650,false,Black
Thermalright TPFX650,,SFX,platinum,650,Full,White
Enermax REVOLUTION ATX 3.0,,ATX,gold,1000,Full,Black / White
Gigabyte AORUS ELITE P1000,,ATX,platinum,1000,Full,Black
Cougar GEX,205.22,ATX,gold,1050,Full,Black
Silverstone Strider Platinum,269.84,ATX,platinum,1200,Full,
Deepcool PN650D,,ATX,gold,650,false,Black
Xilence XP1050MR9.2,231.79,ATX,gold,1050,Full,Black / Red
Thermaltake Toughpower SFX,,SFX,gold,450,Full,Black
LC-Power LC6650 V2.3,,ATX,bronze,650,false,Black
Antec VP650P,,ATX,,650,false,
Rosewill Glacier 500M,,ATX,bronze,500,Semi,
Corsair Vengeance 400,,ATX,bronze,400,false,
Chieftec Polaris,,ATX,gold,850,Full,Black
Cougar SL600,,ATX,,600,false,
SeaSonic S12III,,ATX,bronze,450,false,Black
Cooler Master Silent Pro M,,ATX,plus,600,Full,
Thermaltake TR2,,ATX,plus,800,false,
GameMax GM,,ATX,gold,2000,false,Black
Apevia ATX-CB700W,,ATX,,700,false,
Montech GAMMA II,,ATX,gold,550,false,Black
Cooler Master Extreme 2,,ATX,,475,false,
Phanteks AMP,,ATX,gold,1000,Full,White
Segotep CP-PSU-ST-P750F,,ATX,gold,750,Full,Black
Antec NeoECO V2,,ATX,bronze,650,Semi,Black
Thermaltake Smart,,ATX,bronze,650,Semi,
Thermaltake Toughpower iRGB PLUS,,ATX,titanium,1250,Full,
SeaSonic X,,ATX,gold,650,Full,
SHARKOON WPM Bronze,,ATX,bronze,500,Semi,
be quiet! System Power 10 U,,ATX,bronze,650,false,Black
Rosewill ARC 450,,ATX,bronze,450,false,
XFX PRO Black Edition,,ATX,gold,850,Full,
Cooler Master MWE Bronze,,ATX,bronze,450,false,Black
Thermalright TPFX850,,SFX,platinum,850,Full,Black
Thermalright TPFX750,,SFX,platinum,750,Full,Black
Phanteks PH-P550GF,,ATX,gold,550,false,Black
Enermax REVOLUTION ATX 3.0,,ATX,gold,1200,Full,Black / White
LC-Power LC6 V2.31,,ATX,gold,550,Full,Black / Gray
LC-Power LC8550 V2.31 Prophet,,ATX,bronze,550,Semi,Black / Blue
Antec High Current Gamer PRO ATX3.1,,ATX,platinum,1200,Full,Black
Antec Basiq,84.34,ATX,,350,false,
SHARKOON Rebel P30 Gold,255.02,ATX,gold,1300,Full,Black
BitFenix Formula Gold 650,,ATX,gold,650,false,
SeaSonic PRIME Ultra Platinum 1000,,ATX,platinum,1000,Full,Black
Silverstone Strider,,ATX,bronze,500,false,
Thermaltake Toughpower iRGB PLUS 850,,ATX,gold,850,Full,Black
Antec GSK ATX3.1,,ATX,gold,750,Full,Black
Thermaltake Smart,,ATX,plus,430,false,
Antec Basiq,,ATX,plus,550,Semi,
Antec NeoECO,,ATX,bronze,620,false,
Cooler Master Silent Pro Gold,,ATX,gold,1200,Semi,
be quiet! System Power 8,,ATX,plus,600,false,
FSP Group AURUM S 400W,,ATX,gold,400,false,
FSP Group Hydro G,,ATX,gold,750,Full,
Super Flower Legion GX Pro,,ATX,gold,650,Semi,Black
Cougar GX,,ATX,gold,800,Full,Black / Gold
Thermaltake Smart,196.56,ATX,bronze,750,Semi,
Athena Power APOLLO 600,,SFX,bronze,600,false,
Corsair GS800 2013 Edition,,ATX,bronze,800,false,
Thermaltake TR2,,ATX,gold,700,false,
Xigmatek Vector,,ATX,gold,750,Semi,
EVGA 650 GD,,ATX,gold,650,false,Black
Zalman TX,,ATX,,500,false,
Deepcool DQ750-M-V2L,,ATX,gold,750,Full,White / Black
KOLINK Core,,ATX,plus,300,false,Black
Raidmax Cobra,,ATX,bronze,700,false,
SHARKOON SilentStorm Icewind,,ATX,bronze,650,Semi,White / Black
Antec EARTHWATTS GOLD PRO 550,,ATX,gold,550,Semi,Black
Thermaltake Toughpower,,ATX,gold,550,false,
SeaSonic FOCUS SGX (2021),,SFX,gold,550,Full,Black
Cooler Master V1000 Platinum,,ATX,platinum,1000,Full,Black
Zalman TeraMax II,,ATX,gold,1000,Full,Black
EVGA SuperNOVA 1050 GS,,ATX,gold,1050,Full,
Silverstone Essential,,ATX,bronze,750,false,Black
SeaSonic ATX3-FOCUS-GX-750-WHITE,,ATX,gold,750,Full,White
Corsair CS850M,,ATX,gold,850,Semi,
Antec Earthwatts,,ATX,bronze,500,false,
Xilence XP430R8,,ATX,bronze,430,false,Black / Red
FSP Group HYPER S,,ATX,plus,500,false,Black
Super Flower Amazon,,ATX,bronze,300,false,
Thermaltake Toughpower GF1 - TT Premium,224.63,ATX,gold,1200,Full,Black
In Win P105II,190.55,ATX,platinum,1050,Full,Black
SeaSonic 850FX WHITE,,ATX,gold,850,Full,White
Enermax CYBERBRON,,ATX,bronze,700,false,Black
YEYIAN Raiden,,ATX,bronze,750,false,Black
Rosewill VALENS-600,140,ATX,gold,600,false,
BitFenix Formula Gold 550,,ATX,gold,550,false,
LC-Power LC6350 V2.3,,ATX,bronze,350,false,Black
LC-Power LC6 V2.31,,ATX,gold,650,Full,Black / Gray
XFX XTR,,ATX,gold,650,Full,
Rosewill HIVE,,ATX,bronze,850,Full,
In Win GreenMe 550,,ATX,bronze,550,false,
Rosewill Green,80,ATX,plus,430,false,
Thermaltake TR2,,ATX,,600,false,
FSP Group Hydro G,,ATX,gold,850,Full,
Montech GAMMA II,,ATX,gold,750,false,Black
Enermax CYBERBRON,,ATX,bronze,600,false,Black / Silver
Antec VP PLUS,,ATX,plus,550,false,Black
Super Flower Leadex III Super Pro,,ATX,bronze,750,Full,Black
In Win IP-S350CQ2-0T,,ATX,,350,false,
GAMDIAS ASTRAPE P1 G,,ATX,gold,650,Full,Black / Multicolor
Xigmatek NRP-PC702,,ATX,bronze,700,false,
KOLINK KL-600M,,ATX,bronze,600,Semi,Black
Cooler Master V Semi-Modular,,ATX,gold,750,Semi,
SHARKOON SilentStorm Icewind,,ATX,bronze,750,Semi,White / Black
Enermax REVOLUTION SFX,,SFX,gold,650,Full,Black
Antec Earthwatts,,ATX,bronze,650,false,
SilentiumPC Vero M2,,ATX,bronze,600,false,Black
Solid Gear SDGR-FLEX220,,Flex ATX,,220,false,
Cooler Master XG850,,ATX,platinum,850,Full,Black
be quiet! Power Zone 650W,,ATX,bronze,650,Full,
EVGA SuperNOVA NEX750B,,ATX,bronze,750,Semi,
Thermaltake Toughpower iRGB PLUS TT Premium Edition,,ATX,titanium,1250,Full,Black
be quiet! Straight Power 10 CM,,ATX,gold,600,Semi,
FSP Group Dagger Pro,,SFX,gold,550,Full,Black
SHARKOON Rebel P20 SFX,,SFX,platinum,750,Full,Black
"FSP Group Hydro PTM PRO,Gen5",,ATX,platinum,1350,Full,Black
EVGA SuperNOVA 750 PQ,210,ATX,platinum,750,Semi,Black
Enermax MaxTytan,,ATX,titanium,750,Full,Black
SeaSonic PRIME,,ATX,gold,650,Full,Black
LC-Power LC6550 V2.3,,ATX,bronze,550,false,Black
Montech CENTURY MINI,,SFX,gold,750,Full,Black
SeaSonic Snow Silent 1050,,ATX,platinum,1050,Full,
be quiet! Pure Power 10,,ATX,bronze,350,false,
SilentiumPC Vero M3,,ATX,bronze,600,Semi,Black
Gigabyte P650SS,,ATX,silver,650,false,White
Cougar SL500,,ATX,,500,false,
Apevia ITX-AP250W,,Mini ITX,,250,false,
OCZ Fatal1ty,,ATX,bronze,750,Semi,
Thermaltake TR2,,ATX,plus,1200,Semi,
Thermaltake TR2,,ATX,,500,false,
be quiet! STRAIGHT POWER E9 | 450W,,ATX,gold,450,false,
Cooler Master MWE Gold 750,,ATX,gold,750,false,Black
be quiet! Dark Power Pro 10,,ATX,gold,550,Semi,
BitFenix Whisper M,,ATX,gold,750,Full,
SeaSonic CORE GX-500,,ATX,gold,500,Full,Black / Gold
XFX TS,,ATX,gold,550,false,
Zalman zm-750-XG,,ATX,gold,750,Semi,
Silverstone Strider,,ATX,gold,750,Full,
FSP Group FSP270-60LE,,Mini ITX,plus,270,false,
Raidmax Thunder RGB,,ATX,bronze,735,Semi,Black
XFX TS,,ATX,gold,650,false,
be quiet! PURE POWER L8 400W,,ATX,bronze,400,false,
SilentiumPC Supremo L2,,ATX,gold,650,false,Black
SeaSonic S12II,,ATX,bronze,750,Full,
Rosewill ARC 750,,ATX,bronze,750,false,
be quiet! Straight Power 10 CM,,ATX,gold,500,Semi,
Asus ROG-STRIX-850G-GUNDAM-EDITION,,ATX,gold,850,Full,White
SeaSonic PRIME Gold,,ATX,gold,1000,Full,
EVGA SuperNOVA 750 GA,,ATX,gold,750,Full,
Silverstone NJ700,,ATX,titanium,700,Full,Silver
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1200,Full,
YEYIAN Raiden RGB,,ATX,gold,850,false,Black
Super Flower Legion GX Pro,,ATX,gold,550,Semi,Black
XFX ProSeries,,ATX,silver,750,Semi,
Corsair CX-500 V3,,ATX,bronze,500,false,
Antec True Power,,ATX,gold,750,false,
Enermax Platimax D.F.,,ATX,platinum,600,Full,Black
Kuroutoshikou KRPW-BR650W/85+,,ATX,bronze,650,false,Black
Antec GSK ATX3.1,,ATX,gold,850,Full,Black
Thermaltake TR2,,ATX,bronze,750,Semi,
Antec NeoECO 650 Gold,,ATX,gold,650,Semi,Black
Sentey XPP725-PS,,ATX,,725,Semi,
Thermaltake Litepower GEN2 230V,,ATX,,550,false,Black
Cooler Master Elite,,ATX,,460,false,
Apex AG-M,,ATX,gold,850,Full,Black
Phanteks AMP,,ATX,gold,1000,Full,Black
XFX P1-650X-XXB9,,ATX,bronze,650,Semi,
Enermax EMG900EWT,,ATX,gold,900,Full,
Antec NeoECO Classic,,ATX,bronze,650,false,Black
Rosewill LEPTON 600,,ATX,gold,600,Semi,Black
Thermaltake Toughpower GF2 ARGB,,ATX,gold,850,Full,Black
Fractal Design Anode Bronze,137.02,ATX,bronze,750,Semi,Black
be quiet! Power Zone,,ATX,bronze,850,Full,
Cooler Master Hyper White,,ATX,plus,600,false,Black
be quiet! Power Zone 1000W,,ATX,bronze,1000,Full,
LEPA MX-F1,,ATX,,600,false,
be quiet! System Power 10 U,,ATX,bronze,750,false,Black
Enermax MaxTytan,,ATX,titanium,1050,Full,
ENDORFY Supremo FM5,,ATX,gold,1000,Full,Black
In Win A55,,ATX,plus,550,false,Black
Fractal Design Integra M,,ATX,bronze,450,Semi,
Xilence XP700R6,,ATX,,700,false,Black / Red
Xilence XP750MR9,,ATX,gold,750,Semi,Black / Red
be quiet! Straight Power 10,,ATX,gold,700,false,
FSP Group FSP450-60GHS(85)-R,,SFX,bronze,450,false,
SeaSonic PRIME Platinum,,ATX,platinum,850,Full,
Rosewill HIVE,,ATX,bronze,650,Semi,
Super Flower Leadex Gold,,ATX,gold,650,Full,
Antec High Current Gamer PRO ATX3.1,,ATX,platinum,850,Full,Black
YEYIAN Pegasus,,ATX,platinum,1000,Full,Black
Athena Power AP-MFATX40P8,117.51,Flex ATX,bronze,400,false,
Antec SF850X,,SFX,gold,850,Full,Black / Gold
KOLINK KL-1000M,,ATX,bronze,1000,Semi,Black
KOLINK Core,,ATX,plus,500,false,Black
Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA,,ATX,gold,1050,Full,Green / Yellow
OCZ ZT,,ATX,bronze,650,Full,
BitFenix Formula Bronze,,ATX,bronze,700,false,Black
Corsair Vengeance 500,,ATX,bronze,500,false,
Chieftec Polaris,199.99,ATX,gold,1050,Full,Black
Cooler Master eXtreme Power,,ATX,,600,false,
Cooler Master Silent Pro M,,ATX,bronze,850,Semi,
Cooler Master Silent Pro Gold,,ATX,gold,1000,Semi,
OCZ ModXStream Pro,,ATX,plus,700,Semi,
Rosewill RBR1000-M,,ATX,bronze,1000,Semi,
Rosewill Green,,ATX,plus,630,false,
SeaSonic SS-460FL Active PFC F3,,ATX,platinum,460,Full,
Deepcool PK800D,,ATX,bronze,800,false,Black
Enermax Platimax,,ATX,platinum,1000,Semi,Black
FSP Group AURUM S 600W,,ATX,gold,600,false,
LC-Power LC6 V2.31,,ATX,gold,1000,Full,White / Gray
be quiet! Dark Power Pro 10,,ATX,gold,650,Semi,
Enermax MarbleBron,,ATX,bronze,650,Semi,Black
Enermax MarbleBron,,ATX,bronze,850,Semi,White
Cooler Master 400W MasterWatt Lite 230V,,ATX,plus,400,false,
HEC HEC200SA-2FX,,Mini ITX,,200,false,
Cooler Master B500,,ATX,,500,false,
GAMDIAS ASTRAPE M1,,ATX,plus,650,false,Black / Multicolor
GAMDIAS ASTRAPE M1 B,,ATX,bronze,650,false,Black / Multicolor
Rosewill Capstone,,ATX,gold,550,Semi,
Raidmax RX-735AP,,ATX,bronze,735,Semi,
Diablotek PHD350,,ATX,,350,false,
be quiet! PURE POWER 9 CM,,ATX,silver,600,Semi,
Zalman zm-650-XG,,ATX,gold,650,Semi,
Sparkle R-FSP400-60ETN,,ATX,platinum,400,false,
Segotep GM,,ATX,gold,1000,Full,Black
Cooler Master GX,,ATX,plus,650,false,
KOLINK KL-SFX350,,SFX,bronze,350,false,Black / Green
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,,ATX,,680,Semi,
Antec NeoECO,,ATX,bronze,550,Semi,Black
Xilence Performance A+ III,,ATX,bronze,450,false,Black / Red
Apevia Prestige,,ATX,gold,1000,false,Black
EVGA SuperNOVA 750 P6,,ATX,platinum,750,Full,Black / Silver
Rosewill PHOTON-850,,ATX,gold,850,Full,
Rosewill PHOTON-550,,ATX,gold,550,Full,
Rosewill PHOTON-1050,,ATX,gold,1050,Full,
Super Flower Golden Green HX,,ATX,gold,450,false,
Super Flower Golden Green HX,,ATX,gold,650,false,
LC-Power LC6460GP3 V2.3 230V,,ATX,silver,460,false,Black
EVGA 500 BT,,ATX,bronze,500,false,Black
Corsair VS350,,ATX,,350,false,
Inter-Tech 88882144,,TFX,,300,false,Silver
In Win IP-S300FF1-0,62,TFX,plus,300,false,
Thermaltake Toughpower GF1 - TT Premium,,ATX,gold,1000,Full,Black
Enermax MarbleBron,,ATX,bronze,750,Semi,Black
Cougar GX-S,,ATX,gold,750,false,
Antec VP,,ATX,,700,false,
GALAX PGO85GPTNAFB0,,ATX,gold,850,Full,Black
be quiet! Pure Power 10,,ATX,bronze,300,false,
Silverstone Strider,,ATX,bronze,600,Full,
Rosewill RD-Z,,ATX,plus,400,false,Black
Antec EDGE,,ATX,gold,750,Full,
SeaSonic M12II,,ATX,bronze,750,Semi,
SeaSonic M12II,,ATX,bronze,650,Semi,
